200,7,12,0
201,7,13,0
202,7,14,0
203,7,15,0
204,7,16,0
205,7,17,0
206,7,18,0
207,7,19,0
208,7,20,0
209,7,21,1
210,7,22,0
211,7,23,0
212,7,24,0
213,7,25,0
214,7,26,0
215,7,27,0
216,7,28,0
217,7,29,0
218,7,30,0
219,7,31,0
220,7,32,0
221,7,33,0
222,7,34,0
223,7,35,0
224,7,36,0
225,8,9,1
226,8,10,1
227,8,11,1
228,8,12,1
229,8,13,1
230,8,14,1
231,8,15,1
232,8,16,1
233,8,17,1
234,8,18,0
235,8,19,0
236,8,20,1
237,8,21,1
238,8,22,1
239,8,23,1
240,8,24,1
241,8,25,1
242,8,26,1
243,8,27,0
244,8,28,1
245,8,29,0
246,8,30,1
247,8,31,1
248,8,32,1
249,8,33,1
250,8,34,1
251,8,35,1
252,8,36,1
253,9,10,0
254,9,11,0
255,9,12,0
256,9,13,0
257,9,14,0
258,9,15,0
259,9,16,0
260,9,17,0
261,9,18,0
262,9,19,0
263,9,20,0
264,9,21,1
265,9,22,0
266,9,23,0
267,9,24,0
268,9,25,0
269,9,26,0
270,9,27,0
271,9,28,0
272,9,29,0
273,9,30,0
274,9,31,0
275,9,32,0
276,9,33,0
277,9,34,0
278,9,35,0
279,9,36,0
280,10,11,0
281,10,12,0
282,10,13,0
283,10,14,0
284,10,15,1
285,10,16,0
286,10,17,0
287,10,18,0
288,10,19,0
289,10,20,0
290,10,21,1
291,10,22,0
292,10,23,0
293,10,24,0
294,10,25,1
295,10,26,1
296,10,27,0
297,10,28,1
298,10,29,1
299,10,30,1
300,10,31,1
301,10,32,1
302,10,33,0
303,10,34,1
304,10,35,1
305,10,36,1
306,11,12,1
307,11,13,0
308,11,14,0
309,11,15,0
310,11,16,0
311,11,17,0
312,11,18,0
313,11,19,0
314,11,20,0
315,11,21,1
316,11,22,0
317,11,23,0
318,11,24,0
319,11,25,1
320,11,26,0
321,11,27,0
322,11,28,0
323,11,29,0
324,11,30,0
325,11,31,0
326,11,32,0
327,11,33,0
328,11,34,0
329,11,35,1
330,11,36,0
331,12,13,1
332,12,14,1
333,12,15,1
334,12,17,0
335,12,16,1
336,12,18,0
337,12,19,0
338,12,21,1
339,12,20,1
340,12,23,1
341,12,22,0
342,12,24,1
343,12,25,1
344,12,26,1
345,12,27,0
346,12,28,1
347,12,29,1
348,12,30,1
349,12,31,0
350,12,32,1
351,12,33,1
352,12,34,1
353,12,35,1
354,12,36,0
355,13,14,0
356,13,15,0
357,13,16,0
358,13,17,0
359,13,18,0
360,13,19,0
361,13,20,0
362,13,21,1
363,13,22,0
364,13,23,0
365,13,24,0
366,13,25,0
367,13,26,0
368,13,27,0
369,13,28,0
370,13,29,0
371,13,30,0
372,13,31,0
373,13,32,0
374,13,33,0
375,13,34,0
376,13,35,0
377,13,36,0
378,14,15,1
379,14,16,1
380,14,17,0
381,14,18,0
382,14,19,0
383,14,20,1
384,14,21,1
385,14,22,0
386,14,23,1
387,14,24,0
388,14,25,1
389,14,26,1
390,14,27,0
391,14,28,1
392,14,29,0
393,14,30,0
394,14,31,1
395,14,32,1
396,14,33,0
397,14,34,0
398,14,35,1
399,14,36,0
400,15,16,1
401,15,17,0
402,15,18,0
403,15,19,0
404,15,20,0
405,15,21,1
406,15,22,0
407,15,23,1
408,15,24,0
409,15,25,1
410,15,26,1
411,15,27,0
412,15,28,0
413,15,29,0
414,15,30,0
415,15,31,0
416,15,32,1
417,15,33,0
418,15,34,0
419,15,35,1
420,15,36,0
421,16,17,0
422,16,18,0
423,16,19,0
424,16,20,1
425,16,21,1
426,16,22,0
427,16,23,1
428,16,24,1
429,16,25,1
430,16,26,1
431,16,27,0
432,16,28,1
433,16,29,0
434,16,30,0
435,16,31,1
436,16,32,1
437,16,33,0
438,16,34,0
439,16,35,1
440,16,36,1
441,17,18,1
442,17,19,1
443,17,20,1
444,17,21,1
445,17,22,0
446,17,23,1
447,17,24,1
448,17,25,1
449,17,26,1
450,17,27,1
451,17,28,1
452,17,29,1
453,17,30,0
454,17,31,1
455,17,32,1
456,17,33,0
457,17,34,1
458,17,35,1
459,17,36,1
460,18,19,0
461,18,20,1
462,18,21,1
463,18,22,1
464,18,23,1
465,18,24,1
466,18,25,1
467,18,26,1
468,18,27,0
469,18,28,1
470,18,29,0
471,18,30,1
472,18,31,1
473,18,32,1
474,18,33,0
475,18,34,0
476,18,35,1
477,18,36,1
478,19,20,1
479,19,21,1
480,19,22,1
481,19,23,1
482,19,24,1
483,19,25,1
484,19,26,1
485,19,27,1
486,19,28,1
487,19,29,1
488,19,30,1
489,19,31,1
490,19,32,1
491,19,33,1
492,19,34,1
493,19,35,1
494,19,36,1
495,20,21,1
496,20,22,0
497,20,23,1
498,21,32,0
499,21,33,0
500,21,34,0
501,21,35,0
502,21,36,0
503,22,23,1
504,22,24,0
505,22,25,1
506,22,26,1
507,22,27,0
508,22,28,1
509,22,29,1
510,22,30,1
511,22,31,1
512,22,32,1
513,22,33,1
514,22,34,1
515,22,35,1
516,22,36,1
517,23,24,0
518,23,25,1
519,23,26,0
520,23,27,0
521,23,28,1
522,23,29,0
523,23,30,1
524,23,31,0
525,23,32,1
526,23,33,0
527,23,34,0
528,23,35,1
529,23,36,0
530,24,25,1
531,24,26,1
532,24,27,0
533,24,28,1
534,24,29,0
535,24,30,1
536,24,31,0
537,24,32,1
538,24,33,0
539,24,34,0
540,24,35,1
541,24,36,0
542,25,26,0
543,25,27,0
544,25,28,0
545,25,29,0
546,25,30,0
547,25,31,0
548,25,32,0
549,25,33,0
550,25,34,0
551,25,35,1
552,25,36,0
553,26,27,0
554,26,28,0
555,26,29,0
556,26,30,0
557,26,31,0
558,26,32,0
559,26,33,0
560,26,34,0
561,26,35,1
562,26,36,0
563,27,28,1
564,27,29,0
565,27,30,1
566,27,31,1
567,27,32,1
568,27,33,0
569,27,34,1
570,27,35,1
571,27,36,1
572,28,29,0
573,28,30,0
574,28,31,0
575,28,32,0
576,28,33,0
577,28,34,0
578,28,35,1
579,28,36,0
580,29,30,1
581,29,31,1
582,29,32,1
583,29,33,1
584,29,34,1
585,29,35,1
586,29,36,1
587,30,31,0
588,30,32,1
589,30,33,0
590,30,34,0
591,30,35,1
592,30,36,0
593,31,32,1
594,31,33,0
595,31,34,0
596,31,35,1
597,31,36,0
598,32,33,0
599,32,34,0
600,32,35,1
601,32,36,0
602,33,34,1
603,33,35,1
604,33,36,1
605,34,35,1
606,34,36,0
607,35,36,0
608,20,25,1
609,20,26,1
610,20,27,0
611,20,28,1
612,20,29,0
613,20,30,0
614,20,31,0
615,20,32,1
616,20,33,0
617,20,34,0
618,20,35,1
619,20,36,0
620,21,22,0
621,21,23,0
622,21,24,0
623,21,25,0
624,21,26,0
625,21,27,0
626,21,28,0
627,21,29,0
628,21,30,0
629,21,31,0
630,20,24,0
631,1,37,0
632,1,38,1
633,1,39,0
634,1,40,1
635,1,41,1
636,1,42,0
637,1,43,0
638,1,44,0
639,1,45,0
640,1,46,0
641,1,47,0
642,1,48,0
643,1,50,1
644,1,51,0
645,1,52,1
646,1,53,1
647,1,54,0
648,1,55,1
649,1,56,1
650,1,57,0
651,1,58,0
652,1,59,1
653,1,60,1
654,1,61,1
655,1,62,1
656,1,63,1
657,1,64,0
658,1,65,0
659,1,66,0
660,1,67,0
661,1,68,0
662,1,69,0
663,1,70,1
664,1,71,0
665,1,72,1
666,1,73,0
667,1,74,1
668,1,75,1
669,1,76,0
670,1,77,0
671,1,78,0
672,1,79,1
673,1,80,1
674,1,81,1
675,1,82,1
676,1,83,0
677,1,84,1
678,1,85,1
679,1,86,0
680,1,87,0
681,1,88,0
682,1,89,1
683,1,90,0
684,1,91,1
685,1,92,0
686,1,93,0
687,1,94,0
688,1,95,1
689,1,96,0
690,1,97,1
691,1,98,1
692,1,99,0
693,1,100,1
694,1,101,1
695,1,102,1
696,1,103,0
697,1,104,0
698,1,105,1
699,1,106,1
700,1,107,0
701,1,108,1
702,1,109,0
703,1,110,1
704,1,111,1
705,1,112,0
706,1,113,0
707,1,114,0
708,1,115,1
709,1,116,1
710,1,117,0
711,1,118,1
712,1,119,1
713,1,120,0
714,2,37,0
715,2,38,1
716,2,39,0
717,2,40,1
718,2,41,1
719,2,42,0
720,2,43,0
721,2,44,0
722,2,45,1
723,2,46,0
724,2,47,0
725,2,48,0
726,2,49,0
727,2,50,1
728,2,51,1
729,2,52,0
730,2,53,1
731,2,54,1
732,2,55,1
733,2,56,0
734,2,57,0
735,2,58,0
736,2,59,1
737,2,60,1
738,2,61,1
739,2,62,1
740,2,63,0
741,2,64,0
742,2,65,0
743,2,66,0
744,2,67,1
745,2,68,1
746,2,69,0
747,2,70,1
748,2,71,0
749,2,72,1
750,2,73,0
751,2,74,1
752,2,75,0
753,2,76,0
754,2,77,1
755,2,78,0
756,2,79,1
757,2,80,1
758,2,81,1
759,2,82,1
760,2,83,1
761,2,84,1
762,2,85,1
763,2,86,1
764,2,87,0
765,2,88,0
766,2,89,1
767,2,90,0
768,2,91,1
769,2,92,0
770,2,93,0
771,2,94,0
772,2,95,1
773,2,96,1
774,2,97,1
775,2,98,1
776,2,99,1
777,2,100,1
778,2,101,1
779,2,102,0
780,2,103,1
781,2,104,0
782,2,105,1
783,2,106,1
784,2,107,0
785,2,108,1
786,2,109,0
787,2,110,1
788,2,111,0
789,2,112,1
790,2,113,1
791,2,114,1
792,2,115,1
793,2,116,1
794,2,117,1
795,2,118,0
796,2,119,1
797,2,120,1
798,3,37,0
799,3,38,1
800,3,39,0
801,3,40,1
802,3,41,1
803,3,42,0
804,3,43,0
805,3,44,0
806,3,45,1
807,3,46,0
808,3,47,0
809,3,48,0
810,3,49,0
811,1,49,0
812,3,50,1
813,3,51,0
814,3,52,1
815,3,53,1
816,3,54,1
817,3,55,0
818,3,56,1
819,3,57,1
820,3,58,1
821,3,59,1
822,3,60,1
823,3,61,1
824,3,62,1
825,3,63,1
826,3,64,1
827,3,65,1
828,3,66,1
829,3,67,0
830,3,68,0
831,3,69,0
832,3,70,1
833,3,71,1
834,3,72,1
835,3,73,0
836,3,74,1
837,3,75,1
838,3,76,1
839,3,77,1
840,3,78,1
841,3,79,1
842,3,80,1
843,3,81,1
844,3,82,1
845,3,83,1
846,3,84,1
847,3,85,1
848,3,86,1
849,3,87,1
850,3,88,1
851,3,89,1
852,3,90,0
853,3,91,1
854,3,92,0
855,3,93,1
856,3,94,1
857,3,95,1
858,3,96,1
859,3,97,1
860,3,98,1
861,3,99,1
862,3,100,1
863,3,101,1
864,3,102,1
865,3,103,1
866,3,104,0
867,3,105,1
868,3,106,1
869,3,107,1
870,3,108,1
871,3,109,0
872,3,110,1
873,3,111,0
874,3,112,0
875,3,113,1
876,3,114,0
877,3,115,1
878,3,116,1
879,3,117,1
880,3,118,1
881,3,119,1
882,3,120,1
883,4,37,0
884,4,38,1
885,4,39,0
886,4,40,1
887,4,41,1
888,4,42,0
889,4,43,0
890,4,44,0
891,4,45,0
892,4,46,0
893,4,48,0
894,4,47,0
895,4,49,0
896,4,50,1
897,4,51,0
898,4,52,0
899,4,53,0
900,4,54,0
901,4,55,1
902,4,56,1
903,4,57,0
904,4,58,0
905,4,59,0
906,4,60,0
907,4,61,1
908,4,62,1
909,4,63,0
910,4,64,0
911,4,65,0
912,4,66,0
913,4,67,0
914,4,68,0
915,4,69,0
916,4,70,0
917,4,71,0
918,4,72,1
919,4,73,0
920,4,74,1
921,4,75,1
922,4,76,0
923,4,77,0
924,4,78,0
925,4,79,0
926,4,80,1
927,4,81,1
928,4,82,1
929,4,83,0
930,4,84,0
931,4,85,0
932,4,86,0
933,4,87,0
934,4,88,0
935,4,89,1
936,4,90,0
937,4,91,1
938,4,92,0
939,4,93,0
940,4,94,0
941,4,95,0
942,4,96,0
943,4,97,1
944,4,98,0
945,4,99,0
946,4,100,0
947,4,101,1
948,4,102,0
949,4,103,0
950,4,104,0
951,4,105,1
952,4,106,0
953,4,107,0
954,4,108,1
955,4,109,0
956,4,110,1
957,4,111,0
958,4,112,0
959,4,113,0
960,4,114,0
961,4,115,1
962,4,116,0
963,4,117,1
964,4,118,0
965,4,119,1
966,4,120,0
967,5,37,0
968,5,38,1
969,5,39,1
970,5,40,1
971,5,41,1
972,5,42,1
973,5,43,0
974,5,44,1
975,5,45,1
976,5,46,1
977,5,47,1
978,5,48,1
979,5,49,1
980,5,50,1
981,5,51,1
982,5,52,0
983,5,53,1
984,5,54,1
985,5,55,1
986,5,56,1
987,5,57,1
988,5,58,0
989,5,59,0
990,5,60,1
991,5,61,1
992,5,62,1
993,5,63,0
994,5,64,0
995,5,65,1
996,5,66,1
997,5,67,1
998,5,68,1
999,5,69,1
1000,5,70,1
1001,5,71,1
1002,5,72,1
1003,5,73,0
1004,5,74,1
1005,5,75,1
1006,5,76,1
1007,5,77,1
1008,5,78,1
1009,5,79,0
1010,5,80,1
1011,5,81,1
1012,5,82,1
1013,5,83,1
1014,5,84,1
1015,5,85,0
1016,5,86,1
1017,5,87,1
1018,5,88,1
1019,5,89,1
1020,5,90,0
1021,5,91,1
1022,5,92,0
1023,5,93,0
1024,5,94,1
1025,5,95,1
1026,5,96,1
1027,5,97,1
1028,5,98,1
1029,5,99,0
1030,5,100,1
1031,5,101,1
1032,5,102,1
1033,5,103,0
1034,5,104,0
1035,5,105,1
1036,5,106,1
1037,5,107,1
1038,5,108,1
1039,5,109,0
1040,5,110,1
1041,5,111,1
1042,5,112,1
1043,5,113,1
1044,5,114,1
1045,5,115,1
1046,5,116,1
1047,5,117,1
1048,5,118,1
1049,5,119,1
1050,5,120,0
1051,6,37,1
1052,6,38,1
1053,6,39,0
1054,6,40,1
1055,6,41,0
1056,6,42,1
1057,6,43,1
1058,6,44,0
1059,6,45,1
1060,6,46,0
1061,6,47,0
1062,6,48,0
1063,6,49,0
1064,6,50,1
1065,6,51,1
1066,6,52,0
1067,6,53,0
1068,6,54,1
1069,6,55,1
1070,6,56,1
1071,6,57,0
1072,6,58,0
1073,6,59,1
1074,6,60,1
1075,6,61,1
1076,6,62,1
1077,6,63,1
1078,6,64,0
1079,6,65,0
1080,6,66,0
1081,6,67,1
1082,6,68,1
1083,6,69,1
1084,6,70,1
1085,6,71,0
1086,6,72,1
1087,6,73,0
1088,6,74,1
1089,6,75,1
1090,6,76,1
1091,6,77,0
1092,6,78,0
1093,6,79,0
1094,6,80,1
1095,6,81,1
1096,6,82,1
1097,6,83,1
1098,6,84,0
1099,6,85,1
1100,6,86,0
1101,6,87,1
1102,6,88,0
1103,6,89,1
1104,6,90,0
1105,6,91,1
1106,6,92,1
1107,6,93,0
1108,6,94,0
1109,6,95,1
1110,6,96,0
1111,6,97,1
1112,6,98,1
1113,6,99,0
1114,6,100,0
1115,6,101,1
1116,6,102,1
1117,6,103,1
1118,6,104,0
1119,6,105,1
1120,6,106,1
1121,6,107,0
1122,6,108,1
1123,6,109,0
1124,6,110,1
1125,6,111,0
1126,6,112,0
1127,6,113,1
1128,6,114,0
1129,6,115,1
1130,6,116,0
1131,6,117,0
1132,6,118,1
1133,6,119,1
1134,6,120,0
1135,7,37,0
1136,7,38,0
1137,7,39,0
1138,7,40,1
1139,7,41,1
1140,7,42,0
1141,7,43,0
1142,7,44,0
1143,7,45,0
1144,7,46,0
1145,7,47,0
1146,7,48,0
1147,7,49,0
1148,7,50,0
1149,7,51,0
1150,7,52,0
1151,7,53,0
1152,7,54,0
1153,7,55,0
1154,7,56,0
1155,7,57,0
1156,7,58,0
1157,7,59,0
1158,7,60,0
1159,7,61,0
1160,7,62,0
1161,7,63,0
1162,7,64,0
1163,7,65,0
1164,7,66,0
1165,7,67,0
1166,7,68,0
1167,7,69,0
1168,7,70,0
1169,7,71,0
1170,7,72,0
1171,7,73,0
1172,7,74,0
1173,7,75,0
1174,7,76,0
1175,7,77,0
1176,7,78,1
1177,7,79,0
1178,7,80,1
1179,7,81,0
1180,7,82,0
1181,7,83,0
1182,7,84,0
1183,7,85,0
1184,7,86,0
1185,7,87,0
1186,7,88,0
1187,7,89,0
1188,7,90,0
1189,7,91,1
1190,7,92,0
1191,7,93,0
1192,7,94,0
1193,7,95,0
1194,7,96,0
1195,7,97,0
1196,7,98,1
1197,7,99,0
1198,7,100,1
1199,7,101,0
1200,7,102,1
1201,7,103,0
1202,7,104,0
1203,7,105,0
1204,7,106,0
1205,7,107,0
1206,7,108,1
1207,7,109,0
1208,7,110,0
1209,7,111,0
1210,7,112,0
1211,7,113,0
1212,7,114,0
1213,7,115,1
1214,7,116,0
1215,7,117,0
1216,7,118,0
1217,7,120,0
1218,8,37,0
1219,8,38,1
1220,8,39,1
1221,7,119,0
1222,8,41,0
1223,8,40,1
1224,8,42,1
1225,8,43,0
1226,8,44,0
1227,8,45,0
1228,8,46,1
1229,8,48,0
1230,8,47,0
1231,8,49,0
1232,8,50,1
1233,8,51,0
1234,8,52,0
1235,8,53,1
1236,8,55,1
1237,8,54,0
1238,8,56,1
1239,8,57,0
1240,8,58,1
1241,8,59,1
1242,8,60,1
1243,8,61,1
1244,8,62,1
1245,8,63,1
1246,8,65,0
1247,8,64,1
1248,8,66,1
1249,8,67,0
1250,8,68,1
1251,8,69,0
1252,8,70,1
1253,8,71,0
1254,8,72,0
1255,8,73,0
1256,8,74,0
1257,8,75,0
1258,8,76,0
1259,8,77,1
1260,8,78,1
1261,8,79,0
1262,8,80,1
1263,8,81,1
1264,8,82,1
1265,8,83,1
1266,8,84,0
1267,8,85,0
1268,8,86,0
1269,8,87,0
1270,8,88,0
1271,8,89,1
1272,8,90,0
1273,8,91,1
1274,8,92,0
1275,8,93,0
1276,8,94,0
1277,8,95,1
1278,8,96,0
1279,8,97,1
1280,8,98,1
1281,8,99,0
1282,8,100,0
1283,8,101,1
1284,8,102,0
1285,8,103,1
1286,8,104,0
1287,8,105,1
1288,8,106,1
1289,8,107,0
1290,8,108,1
1291,8,109,0
1292,8,110,0
1293,8,111,0
1294,8,112,0
1295,8,113,1
1296,8,114,0
1297,8,115,1
1298,8,116,0
1299,8,117,1
1300,8,118,0
1301,8,119,1
1302,8,120,0
1303,9,37,0
1304,9,38,1
1305,9,39,0
1306,9,40,1
1307,9,41,1
1308,9,42,1
1309,9,43,0
1310,9,44,1
1311,9,45,1
1312,9,46,1
1313,9,47,0
1314,9,48,0
1315,9,49,0
1316,9,50,1
1317,9,51,1
1318,9,52,0
1319,9,53,0
1320,9,54,0
1321,9,55,0
1322,9,56,0
1323,9,57,0
1324,9,58,0
1325,9,59,0
1326,9,60,0
1327,9,61,1
1328,9,62,0
1329,9,63,0
1330,9,64,0
1331,9,65,0
1332,9,66,0
1333,9,67,0
1334,9,68,0
1335,9,69,0
1336,9,70,0
1337,9,71,0
1338,9,72,0
1339,9,73,0
1340,9,74,0
1341,9,75,0
1342,9,76,0
1343,9,77,0
1344,9,78,0
1345,9,79,0
1346,9,80,1
1347,9,81,0
1348,9,82,0
1349,9,83,0
1350,9,84,0
1351,9,85,0
1352,9,86,0
1353,9,87,0
1354,9,88,0
1355,9,89,0
1356,9,90,0
1357,9,91,1
1358,9,92,0
1359,9,93,0
1360,9,94,0
1361,9,95,0
1362,9,96,0
1363,9,97,1
1364,9,98,0
1365,9,99,0
1366,9,100,0
1367,9,101,0
1368,9,102,0
1369,9,103,0
1370,9,104,0
1371,9,105,0
1372,9,106,0
1373,9,107,0
1374,9,108,1
1375,9,109,0
1376,9,110,0
1377,9,111,0
1378,9,112,0
1379,9,113,0
1380,9,114,0
1381,9,115,0
1382,9,116,0
1383,9,117,0
1384,9,118,0
1385,9,119,1
1386,9,120,0
1387,10,37,0
1388,10,38,1
1389,10,39,0
1390,10,40,1
1391,10,41,1
1392,10,42,0
1393,10,43,0
1394,10,44,0
1395,10,45,1
1396,10,46,0
1397,10,47,0
1398,10,48,0
1399,10,49,0
1400,10,50,1
1401,10,51,1
1402,10,52,1
1403,10,53,1
1404,10,54,1
1405,10,55,1
1406,10,56,1
1407,10,57,0
1408,10,59,1
1409,10,58,0
1410,10,60,1
1411,10,61,1
1412,10,62,1
1413,10,64,0
1414,10,65,0
1415,10,66,1
1416,10,67,1
1417,10,68,1
1418,10,69,1
1419,10,70,1
1420,10,71,0
1421,10,72,0
1422,10,73,0
1423,10,74,1
1424,10,75,1
1425,10,76,1
1426,10,77,1
1427,10,78,1
1428,10,79,0
1429,10,80,1
1430,10,81,1
1431,10,82,1
1432,10,83,1
1433,10,84,1
1434,10,85,1
1435,10,86,1
1436,10,87,1
1437,10,88,1
1438,10,89,1
1439,10,90,0
1440,10,91,1
1441,10,92,0
1442,10,93,1
1443,10,94,1
1444,10,95,1
1445,10,96,1
1446,10,97,1
1447,10,98,1
1448,10,99,1
1449,10,100,1
1450,10,101,1
1451,10,102,1
1452,10,103,1
1453,10,104,1
1454,10,105,1
1455,10,106,1
1456,10,107,1
1457,10,108,1
1458,10,109,0
1459,10,110,1
1460,10,111,1
1461,10,112,1
1462,10,113,1
1463,10,114,1
1464,10,115,1
1465,10,116,1
1466,10,117,1
1467,10,118,1
1468,10,119,1
1469,10,120,1
1470,11,37,0
1471,11,38,0
1472,11,39,0
1473,11,40,1
1474,11,41,1
1475,11,42,0
1476,11,43,0
1477,11,44,0
1478,11,45,1
1479,11,46,0
1480,11,47,0
1481,11,48,0
1482,11,49,0
1483,11,50,1
1484,11,51,0
1485,11,52,0
1486,11,53,0
1487,11,54,0
1488,11,55,0
1489,11,56,0
1490,11,57,0
1491,11,58,1
1492,11,59,0
1493,11,60,1
1494,11,61,1
1495,11,62,1
1496,11,63,0
1497,11,64,1
1498,11,65,1
1499,11,66,0
1500,11,67,0
1501,11,68,1
1502,11,69,0
1503,11,70,0
1504,11,71,0
1505,11,72,0
1506,11,73,1
1507,11,74,0
1508,11,75,0
1509,11,76,0
1510,11,77,1
1511,11,78,1
1512,11,79,1
1513,11,80,1
1514,11,81,1
1515,11,82,1
1516,11,83,1
1517,11,84,0
1518,11,85,1
1519,11,86,1
1520,11,87,1
1521,11,88,0
1522,11,89,1
1523,11,90,1
1524,11,91,1
1525,11,92,0
1526,11,93,1
1527,11,94,0
1528,11,95,0
1529,11,96,0
1530,11,97,1
1531,11,98,0
1532,11,99,0
1533,11,100,0
1534,11,101,1
1535,11,102,1
1536,11,103,1
1537,11,104,0
1538,11,105,1
1539,11,106,1
1540,11,107,0
1541,11,108,1
1542,11,109,1
1543,11,110,1
1544,11,111,0
1545,11,112,1
1546,11,113,1
1547,11,114,0
1548,11,115,1
1549,11,116,1
1550,11,117,1
1551,11,118,0
1552,11,119,1
1553,11,120,1
1554,12,37,0
1555,12,38,1
1556,12,39,0
1557,12,40,1
1558,12,41,1
1559,12,42,0
1560,12,43,0
1561,12,44,0
1562,12,45,1
1563,12,46,0
1564,12,47,0
1565,12,48,0
1566,12,49,1
1567,12,50,1
1568,12,51,0
1569,12,52,0
1570,12,53,0
1571,12,54,0
1572,12,55,0
1573,12,56,0
1574,12,57,0
1575,12,58,0
1576,12,59,1
1577,12,60,1
1578,12,61,1
1579,12,62,1
1580,12,63,0
1581,12,65,0
1582,12,64,0
1583,12,66,0
1584,12,67,1
1585,12,68,0
1586,12,69,0
1587,12,71,0
1588,12,70,1
1589,12,72,1
1590,12,73,0
1591,12,74,0
1592,12,76,0
1593,12,75,1
1594,12,77,0
1595,12,78,1
1596,12,79,0
1597,12,80,1
1598,12,81,1
1599,12,82,1
1600,12,83,1
1601,12,84,1
1602,12,85,1
1603,12,86,0
1604,12,87,0
1605,12,88,0
1606,12,89,1
1607,12,90,0
1608,12,91,1
1609,12,93,0
1610,12,92,0
1611,12,94,0
1612,12,95,1
1613,12,97,1
1614,12,96,1
1615,12,99,1
1616,12,98,1
1617,12,100,1
1618,12,102,1
1619,12,101,1
1620,12,103,1
1621,12,105,1
1622,12,106,0
1623,12,107,0
1624,12,108,1
1625,12,109,0
1626,12,110,0
1627,12,111,0
1628,12,104,0
1629,12,112,0
1630,12,113,0
1631,12,114,0
1632,12,115,1
1633,12,116,0
1634,12,117,1
1635,12,118,1
1636,12,119,1
1637,12,120,0
1638,13,37,0
1639,13,38,1
1640,13,39,1
1641,13,40,1
1642,13,41,1
1643,13,42,1
1644,13,43,1
1645,13,44,0
1646,13,45,1
1647,13,46,1
1648,13,47,1
1649,13,48,0
1650,13,49,1
1651,13,50,1
1652,13,51,1
1653,13,52,0
1654,13,53,1
1655,13,54,1
1656,13,55,1
1657,13,56,1
1658,13,57,1
1659,13,58,1
1660,13,59,1
1661,13,60,1
1662,13,61,1
1663,13,62,1
1664,13,63,1
1665,13,64,1
1666,13,65,1
